Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;Supernatural agents;Pyysiäinen, Ilkka;218234;11.01.2010;01.01.2010 - 31.07.2010;47.189
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;Ten Generations, Three Centuries: A Finnish History as Family Stories;Häkkinen, Antti K O;218219;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;The Enlightenment Philosophy of Mary Wollstonecraft;Reuter, Martina;218251;11.01.2010;01.01.2010 - 31.07.2011;122.181
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;The Finnish Jabal Haroun Project - Publication Phase;Fiema, Zbigniew;218216;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;The Political Genealogy of Conscience;Ojakangas, Mika;218229;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;The entrepreneur? Acting as an agent for whom? The entrepreneurship discourse and relational social psychology;Vesala, Kari Mikko;218261;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Helsinki;The social history of English modal auxiliaries 1400-1800;Nurmi, Arja A;218228;11.01.2010;01.01.2010 - 31.07.2012;173.521
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;A Socio-Legal Study of the Change in the Institutional Practices that Regulate Generational Relations in Child Welfare Social Work;Satka, Mirja Eila Annikki;218264;11.01.2010;01.01.2010 - 31.07.2010;40.260
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;Care in Context: The Everyday Formation of Care within European Welfare Systems;Kröger, Teppo;218263;11.01.2010;01.01.2010 - 31.07.2011;122.181
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;Collaborative Enhancement of Transitions in Lifespan Learning Pathways through Distributed Pedagogical Leadership (ENTREE);Jäppinen, Aini-Kristiina;218262;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;Personality and social development in middle adulthood: Antecedents, correlates, and consequences in a cross-cultural perspective;Kokko, Katja;218265;11.01.2010;01.01.2010 - 15.04.2013;184.052
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;Subjective Virtues, Collective Cultures? A Comparative Perspective on Western Business Leaders' Narratives of the Twentieth Century;Valtonen, Heli;218266;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;The Kinematics and Dynamics of Musical Communication;Luck, Geoffrey;218256;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Jyväskylä;Work-family balance and employee well-being: looking for the role of work-family support from multi-level and longitudinal perspectives;Mauno, Saija;218260;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Oulu;The body size, body shape and skeletal robusticity of Post-Pleistocene Europeans;Niskanen, Markku;218267;11.01.2010;01.01.2010 - 31.07.2012;173.521
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;A Comparative Grammar of Samoyedic Languages;Leisiö, Larisa;218281;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;A Quest for Abstract Literature. Avantgarde and Medievalism.;Mehtonen, Päivi Maria;218286;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Aesthetics and disenchantment;Mapp, Nigel;218285;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Brain networks for processing social cues of emotions: early development and the emergence of individual differences;Leppänen, Jukka;218284;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;From Empire to Independence  The interplay of global, national and local in Helsinki and Dublin c. 1900-1940;Niemi, Marjaana;218288;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Gendered Agency and Technology Mediated Nature;Vehviläinen, Marja;218293;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Health and citizenship in Finland 1900-2000: ideology, policy, intervention;Harjula, Minna;218268;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Narrativity and Silence in Conflict Resolution;Väyrynen, Tarja;218295;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;On Enhancing the Analysis of Quality in Management Accounting;Kihn, Lili-Anne;218278;11.01.2010;01.08.2010 - 31.07.2014;267.911
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Politics of recruitment: reconfigured workforce and identity challenges;Henriksson, Lea;218271;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Studies in musical ethnography of the Uralic indigenous peoples of Northern Eurasia: A Comparative structural analysis of the musical styles.;Niemi, Jarkko;218287;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;The Conceptual History of Narrative;Hyvärinen, Matti;218274;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;The Role of Papal Justice in the Late Middle Ages;Salonen, Kirsi;218290;11.01.2010;01.01.2010 - 31.07.2012;173.521
AT-viroista AT-tehtäviin siirtyvät KY;University of Tampere -2018;Web Information Retrieval based on Focused Crawling and Document Uploading;Pirkola, Ari Kaarlo;218289;11.01.2010;01.01.2010 - 31.07.2012;173.521
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;And othere notefull thinges: A diachronic account of English extender tags;Carroll, Ruth;218320;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Components of reading success in skilled and non-skilled reading;Bertram, Raymond;218319;11.01.2010;01.01.2010 - 31.07.2011;122.181
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Deliberative Challenges and Challenges of Deliberative Democracy;Setälä, Maija;218276;11.01.2010;01.01.2010 - 31.07.2011;122.181
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Development and promotion of motivation and comprehension skills in young children;Lepola, Janne;218273;11.01.2010;01.01.2010 - 30.09.2011;128.200
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Entrepreneurship in Sunset Career - The Characteristics, Scope and Contributions of 50-plus Mature Entrepreneurship;Kautonen, Teemu;218313;11.01.2010;01.01.2010 - 31.07.2010;40.260
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Life-course, disadvantageous experiences and socioeconomic inheritance;Erola, Jani;218309;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Neurocognitive Mechanisms of Visual Awareness;Koivisto, Mika-Petri;218272;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;On the border. An ethnological study of transnational everyday life and identity construction in the twin city of Tornio-Haaparanta.;Ruotsala, Helena Annikki;218275;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;Rule-Following and Meaning;Haukioja, Jussi Tapio;218269;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;University of Turku;The Female Body in Britain 1500-1800;Kaartinen, Marjo;218270;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;Åbo Akademi University;"""A Glorious Chapter in a future History of Finnish Art"", The Conspiracy of Silence about the Icons of Soviet territories occupied by Finland in 1941-1944 and about the Attempt to integrate them into nationalist Historiography";Kotkavaara, Kari;218279;11.01.2010;01.01.2010 - 31.07.2010;40.260
AT-viroista AT-tehtäviin siirtyvät KY;Åbo Akademi University;Automated Text Summarization and Information Extraction from Business Documents;Liu, Shuhua;218280;11.01.2010;01.01.2010 - 31.07.2010;46.021
AT-viroista AT-tehtäviin siirtyvät KY;Åbo Akademi University;Mechanisms Behind the Intergenerational Persistence of Economic Status;Österbacka, Eva;218283;11.01.2010;01.01.2010 - 31.07.2013;240.151
AT-viroista AT-tehtäviin siirtyvät KY;Åbo Akademi University;Rethinking historical theory: embodiment, ethics and contemporary demands on writing history;Pihlainen, Kalle;218282;11.01.2010;01.01.2010 - 31.07.2014;306.781
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Autonomous robots as research tools for computational neuroscience;Valpola, Harri;218247;05.01.2010;01.01.2010 - 30.11.2010;69.809
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Bayesian Modeling and Simulation of Complex Phenomena;Vehtari, Aki;218248;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Bottom-up assembled semiconductor nanostructures;Huhtio, Teppo;218206;05.01.2010;01.01.2010 - 31.07.2012;172.141
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Development of models for organic sulfur compounds by combining phase equilibria and excess enthalpy;Uusi-Kyyny, Petri;218246;05.01.2010;01.01.2010 - 31.07.2010;38.880
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Distributed and Resource Efficient Parameter Estimation in Sensor and Wireless Networks;Werner, Stefan;218249;05.01.2010;01.01.2010 - 31.07.2014;305.401
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Experimental and computational studies on functional crystals;Frantti, Johannes;218205;05.01.2010;01.01.2010 - 31.07.2010;44.440
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Fast High Order Integral Equation Solutions of        Maxwell's Equations from Static to Microwave Frequencies;Ylä-Oijala, Pasi;218250;05.01.2010;01.01.2010 - 31.07.2010;44.440
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Learning efficient and cognitive representations for natural language utterances;Lagus, Krista;218214;05.01.2010;01.01.2010 - 31.08.2013;279.250
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Localisation phenomena in Experimental Mechanics  Measured using Appropriate Assumptions;Bossuyt, Sven;218203;05.01.2010;01.01.2010 - 30.09.2014;316.501
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Modeling of non-equilibrium processes in biological physics;Salonen, Emppu;218243;05.01.2010;01.01.2010 - 30.09.2011;133.291
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Modern Raman techniques in wood chemistry;Jääskeläinen, Anna-Stiina;218212;05.01.2010;01.01.2010 - 31.03.2011;95.211
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Novel carbon nanomaterial networks as ultrasensitive/efficient platforms for analysis and electrocatalysis;Ruiz, Virginia;218242;05.01.2010;01.01.2010 - 31.07.2014;305.401
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Novel carbon-based nanomaterials: from synthesis to applications;Nasibulin, Albert;218240;05.01.2010;01.01.2010 - 31.07.2011;120.601
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Passive and active devices for millimeter and submillimetre wavelengths;Lyubchenko, Dmitry;218237;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Physically-based Virtual Acoustics;Lokki, Tapio;218238;05.01.2010;01.01.2010 - 31.07.2012;172.141
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Planck satellite as a tool multifrequency studies of active galactic;Lähteenmäki, Anne;218239;05.01.2010;01.01.2010 - 31.07.2010;44.441
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Positron spectroscopy of new and functional materials (POSPEC);Tuomisto, Filip;218245;05.01.2010;01.01.2010 - 31.12.2013;266.521
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Quantum coherent nanostructures: superconducting quantum qubits and molecular magnets;Paraoanu, Gheorghe-Sorin;218241;05.01.2010;01.01.2010 - 31.12.2010;69.809
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Real linear operator theory and numerical linear algebra;Huhtanen, Marko;218210;05.01.2010;01.01.2010 - 31.07.2011;120.601
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Superconducting and nanomechanical quantum coherent systems;Sillanpää, Mika;218244;05.01.2010;01.01.2010 - 31.12.2012;199.891
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Superfluid hydrodynamics and quantum turbulence;Hänninen, Risto;218211;05.01.2010;01.01.2010 - 31.12.2014;333.151
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Synthesis, Control, and Hierarchical Event Modeling Algorithms for Sonic Interaction Design (Schema-SID);Erkut, Cumhur;218204;05.01.2010;01.01.2010 - 12.09.2012;172.141
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Temperature-programmed reaction technique - development of kinetic modelling methodology and application studies related to renewable energy research;Kanervo, Jaana;218213;05.01.2010;01.01.2010 - 15.05.2015;297.062
AT-viroista AT-tehtäviin siirtyvät LT;Aalto University;Theoretical nanoelectronics;Heikkilä, Tero;218209;05.01.2010;01.01.2010 - 04.12.2011;120.601
AT-viroista AT-tehtäviin siirtyvät LT;Finnish Geodetic Institute;New techniques in active remote sensing: hyperspectral laser in environmental change detection;Kaasalainen, Sanna;218144;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Finnish Meteorological Institute;Quantifying Energy Circulation in Space Plasma;Palmroth, Minna;218165;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Lappeenranta-Lahti University of Technology LUT;Solving complex and aperiodic surface structures;Pussi, Katariina;218186;05.01.2010;01.01.2010 - 31.05.2015;322.042
AT-viroista AT-tehtäviin siirtyvät LT;Lappeenranta-Lahti University of Technology LUT;Tailored separation in nanofiltration;Mänttäri, Mika;218185;05.01.2010;01.01.2010 - 31.07.2011;120.601
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Atomic scale processes on insulating surfaces;Foster, Adam;218291;05.01.2010;01.01.2010 - 31.03.2010;19.050
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Complexity of membrane rafts, carbohydrates and lipid heterogeneity;Rog, Tomasz;218300;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Corrosion and Erosion-Corrosion of New Alloys at High Temperature;Huttunen-Saarivirta, Marja Elina;218296;05.01.2010;01.01.2010 - 30.04.2011;101.560
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Development of Numerical Solution Methods in Applied Mechanics;Mäkinen, Jari;218297;05.01.2010;01.01.2010 - 31.07.2012;172.141
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Electromagnetic modeling in the printable electronics design flow;Mäkinen, Riku Matti;218299;05.01.2010;01.01.2010 - 31.07.2013;238.771
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Extreme Nonlinear Optics in Engineered Photonic Waveguides;Genty, Goery;218292;05.01.2010;01.01.2010 - 31.07.2014;305.401
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;New neuroinformatics methods for automatic analysis of brain images;Tohka, Jussi;218301;05.01.2010;01.01.2010 - 30.11.2014;327.601
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Quantum phenomena and their controllability in electronic nanostructures;Räsänen, Esa;271154;05.01.2010;01.09.2012 - 31.07.2013;45.469
AT-viroista AT-tehtäviin siirtyvät LT;Tampere University of Technology -2018;Stochastic complexity and its applications in signal processing;Giurcaneanu, Ciprian Doru;218294;05.01.2010;01.01.2010 - 31.07.2011;120.601
AT-viroista AT-tehtäviin siirtyvät LT;University of Eastern Finland;Environmental, chemical and physical properties of late transition metal complexes;Hirva, Pipsa Helena;218166;05.01.2010;01.01.2010 - 31.07.2010;44.441
